id,family_id,class_code,source_kind,owner_stage,destination,status,package_status,possible_reference_ids,evidence,evidence_level,legacy-vector-symbols,transformer-vector-shapes,guy-vector-shapes,declarative-vector-packages,raster-template,raster-hough-generalizado,structural-raster-graph,structural-vector-graph,document-local-legend,learned-e11
cemig-eo-r3-s16-v003,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha contínuo roxo. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v004,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha contínuo vermelho. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v005,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha tracejado longo preto. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v006,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha tracejado longo verde. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v007,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha tracejado longo roxo. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v008,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha tracejado longo vermelho. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v009,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha tracejado curto preto. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v010,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha tracejado curto verde. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v011,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha tracejado curto roxo. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v012,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha tracejado curto vermelho. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v013,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha traço/ponto preto. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v014,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha traço/ponto verde. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v015,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha traço/ponto roxo. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v016,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha traço/ponto vermelho. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v001,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha contínuo marrom. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v002,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha contínuo verde. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v003,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha contínuo roxo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v004,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha contínuo vermelho. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v005,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha tracejado longo preto; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v006,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha tracejado longo verde; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v007,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha tracejado longo roxo; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v008,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha tracejado longo vermelho; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v009,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha tracejado curto preto; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v010,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha tracejado curto verde; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v011,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha tracejado curto roxo; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v012,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha tracejado curto vermelho; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v013,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha traço/ponto preto; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v014,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha traço/ponto verde; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v015,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha traço/ponto roxo; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v016,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha traço/ponto vermelho; componente amarelo adicional no MT subterrâneo. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v017,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha contínua azul. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v018,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha contínua preto. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v019,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha contínua vermelho. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v020,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha contínua ciano. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v021,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha contínua cinza. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s16-v022,family-f02-16,CABO_AEREO,INS,E07,network_context,ainda_nao_suportado,pending,,"Forma E01: Linha contínua cinza. Cor/tracejado de linha aérea só tem sentido com continuidade, tensão e contexto de rede; trecho isolado é ambíguo.",documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s17-v017,family-f02-17,CABO_SUBTERRANEO,INS,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Linha contínua preta. Cor/tracejado de linha subterrânea só tem sentido com continuidade e componente associado; trecho isolado é ambíguo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s18-v001,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v001;cemig-eo-r3-s18-v002;cemig-eo-r3-s18-v003;cemig-eo-r3-s18-v004;cemig-eo-r3-s18-v005;cemig-eo-r3-s18-v006,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v002,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v002;cemig-eo-r3-s18-v005,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v003,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v003;cemig-eo-r3-s18-v006,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v004,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v001;cemig-eo-r3-s18-v002;cemig-eo-r3-s18-v003;cemig-eo-r3-s18-v004;cemig-eo-r3-s18-v005;cemig-eo-r3-s18-v006,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v005,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v002;cemig-eo-r3-s18-v005,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v006,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v003;cemig-eo-r3-s18-v006,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v007,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v007;cemig-eo-r3-s18-v008;cemig-eo-r3-s18-v009;cemig-eo-r3-s18-v010;cemig-eo-r3-s18-v011;cemig-eo-r3-s18-v012;cemig-eo-r3-s18-v013;cemig-eo-r3-s18-v014;cemig-eo-r3-s18-v015,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v008,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v008;cemig-eo-r3-s18-v011;cemig-eo-r3-s18-v014,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v009,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v009;cemig-eo-r3-s18-v012;cemig-eo-r3-s18-v015,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v010,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v007;cemig-eo-r3-s18-v008;cemig-eo-r3-s18-v009;cemig-eo-r3-s18-v010;cemig-eo-r3-s18-v011;cemig-eo-r3-s18-v012;cemig-eo-r3-s18-v013;cemig-eo-r3-s18-v014;cemig-eo-r3-s18-v015,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v011,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v008;cemig-eo-r3-s18-v011;cemig-eo-r3-s18-v014,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v012,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v009;cemig-eo-r3-s18-v012;cemig-eo-r3-s18-v015,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v013,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v007;cemig-eo-r3-s18-v008;cemig-eo-r3-s18-v009;cemig-eo-r3-s18-v010;cemig-eo-r3-s18-v011;cemig-eo-r3-s18-v012;cemig-eo-r3-s18-v013;cemig-eo-r3-s18-v014;cemig-eo-r3-s18-v015,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v014,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v008;cemig-eo-r3-s18-v011;cemig-eo-r3-s18-v014,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v015,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v009;cemig-eo-r3-s18-v012;cemig-eo-r3-s18-v015,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v016,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s18-v016;cemig-eo-r3-s18-v017;cemig-eo-r3-s18-v018,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v017,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s18-v017,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v018,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s18-v018,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v019,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s18-v019,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v020,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s18-v020,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v021,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s18-v021,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s18-v022,family-f02-18,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s18-v022,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
